query,labels,example_type,augmented
get me the perfect ad profile through google. show me that latest funding round for google. promise me startups that business tech share potential sales leads.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,LEAD_GENERATION_QUERY",triple,True
never need the new profile for college. get updated on microsoft ' s early rounds. pick twenty fintech companies for our generation.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,LEAD_GENERATION_QUERY",triple,True
i saw the company profile listing microsoft. full details showing everyone ' s computer system. list emerging fintech companies for this generation.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,LEAD_GENERATION_QUERY",triple,True
i love the company name for microsoft. get me on microsoft ' s business rounds. hire emerging fintech entrepreneurs that lead 2008.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,LEAD_GENERATION_QUERY",triple,True
show me apple ' d fund profile. what funding rounds had apple completed? consider an analysis of twenty richest 50 players in global cloud computing field.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_ANALYSIS_QUERY",triple,True
show me yahoo ' n network photos. what funding rounds has apple completed? provide photo analysis of 50 top performing players in the online banking market.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_ANALYSIS_QUERY",triple,True
get me the ' 99 score list. what funding rounds has apple completed? provide live index of some top 5 players of the cloud computing market.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_ANALYSIS_QUERY",triple,True
get me one best company profile for google. show me the related technology issues of google. show google a market analysis of prominent fintech corporations.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_ANALYSIS_QUERY",triple,True
get on the detailed company log for google. build on some latest funding managed by google. bring me a market analysis of the fintech sectors.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_ANALYSIS_QUERY",triple,True
get in your detailed business profile for google. show me the latest funding round for google. make a detailed job analysis over that fintech sector.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_ANALYSIS_QUERY",triple,True
i check his company profile to microsoft. get details on microsoft ' s funding strategy. if reveals the current trends in its technology world?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_ANALYSIS_QUERY",triple,True
i need the company profile as marketing. goes straight into microsoft ' second funding rounds. hmm are the current trends in its online ecosystem?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_ANALYSIS_QUERY",triple,True
and search any brand name for microsoft. find details on microsoft ' a funding flow. what are the current trends around the startup ecosystem?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_ANALYSIS_QUERY",triple,True
show at apple ' the latest profile. what calendar year has that taken? use my the latest techcrunch articles on startups.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,TECH_NEWS_QUERY",triple,True
show me apple ' s website profile. what hundred rounds had apple developed? show me their top apple downloads on google.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,TECH_NEWS_QUERY",triple,True
assure me it ' s public profile. it came before the ivy completed? show me the latest in articles on startups.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,TECH_NEWS_QUERY",triple,True
get me the personal profile profile for it. show me the current funding round by google. retrieve current tech news through these resources.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,TECH_NEWS_QUERY",triple,True
get me the science department name for tomorrow. show me the latest funding round in google. view recent financial news at your startups.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,TECH_NEWS_QUERY",triple,True
get to the detailed company profile for google. find me the stock information held by google. retrieve the tech data on emerging tech.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,TECH_NEWS_QUERY",triple,True
i gave this facebook profile to microsoft. get more about microsoft ' s funding rounds. what are the latest newest releases from the startup world?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,TECH_NEWS_QUERY",triple,True
i need the company profile with everyone. get profiles for microsoft ' an latest situation. what maybe the latest morning headlines in the startup world?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,TECH_NEWS_QUERY",triple,True
more explore the company profile of microsoft. find details on microsoft ' s 2015 rounds. what brings the latest tech headlines facing this digital world?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,TECH_NEWS_QUERY",triple,True
show me apple ' s company technology. what funding in every apple completed? show doc the latest investment opportunities using the startup field.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,FUNDING_NEWS_QUERY",triple,True
show me what ' s global profile. what funding rounds has been conducted? show me top recent funding rounds on the startup world.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,FUNDING_NEWS_QUERY",triple,True
show us its ' 03 company profile. what six rounds has apple completed? ask me its biggest funding news in the tech world.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,FUNDING_NEWS_QUERY",triple,True
describe me the latest marketing profile for google. tell me the initial bidding round on google. review recent articles about startup funding.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,FUNDING_NEWS_QUERY",triple,True
get me an detailed web profile for you. show me the latest corporate history at google. some recent articles about these funding.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,FUNDING_NEWS_QUERY",triple,True
get me the full company statement for google. show me the potential funding announcement for facebook. the recent information regarding startup funding.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,FUNDING_NEWS_QUERY",triple,True
i need something company looking for soon. find details on it ' s funding rounds. anything about the current funding block headlines?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,FUNDING_NEWS_QUERY",triple,True
they need her company name for now. for details on amanda ' s funding situation. what are her current funding news headlines?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,FUNDING_NEWS_QUERY",triple,True
i hacked his company profile for microsoft. get updates on microsoft ' s funding status. what if your current business news coverage?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,FUNDING_NEWS_QUERY",triple,True
that her apple ' s company profile. whatever funding study has apple completed? something about upcoming security services for startups.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,EVENT_QUERY",triple,True
show me apple ' s company profile. some funding sources has he completed? show them further industry information about you.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,EVENT_QUERY",triple,True
show me apple ' re new logo. how brief period has apple completed? show me some industry experience for startups.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,EVENT_QUERY",triple,True
get me some detailed company profile at google. give us your initial funding round for innovation. list the next tech launches with startups.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,EVENT_QUERY",triple,True
offer me the full company profile for google. give me our annual funding stories for google. list your next major conferences for us.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,EVENT_QUERY",triple,True
get me the detailed company records for business. give me each total company listed on google. list for next tech conferences for startups.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,EVENT_QUERY",triple,True
i use the company profile for microsoft. and updates on microsoft ' next marketing rounds. what media events are competing this morning and startups?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,EVENT_QUERY",triple,True
we need the company profile or success. get everyone on microsoft ' its launch rounds. what industry turn is happening each month for startups?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,EVENT_QUERY",triple,True
i searched the company profile list now. get anything regarding microsoft ' s funding rounds. some industry change was happening this time for startups?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,EVENT_QUERY",triple,True
show me eliza ' s company application. what funding curve has amazon completed? with our current market standing in my startup ecosystem.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_TRENDS_QUERY",triple,True
show her google ' s company timeline. who funding does your apple completed? show me relevant market trends in the startup field.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_TRENDS_QUERY",triple,True
show the companies ' 2012 company timeline. what funding rounds has already completed? show me future market trends and the startup size.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_TRENDS_QUERY",triple,True
get into the appropriate company profile for google. offer google the latest funding situation since google. what are the average company trends among tech startups?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_TRENDS_QUERY",triple,True
get me that detailed company figures for google. put me the latest funding trend within google. there are current major corporate trends in tech startups?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_TRENDS_QUERY",triple,True
get me the current company profile in google. show me the last funding round for google. what were their initial market requirements by technology startups?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_TRENDS_QUERY",triple,True
you need the company page and microsoft. get stories concerning microsoft ' s funding rounds. buy trends at a venture capital market.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_TRENDS_QUERY",triple,True
i need the current profile for everything. provide information on microsoft ' s funding plan. retrieve them in their venture capital sector.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_TRENDS_QUERY",triple,True
i get the company profile for microsoft. match details from microsoft ' s matching funding. retrieve trends in this mobile media market.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_TRENDS_QUERY",triple,True
show at apple ' s company profile. what acquisitions has this chosen? those companies it gone down on?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,IPO_QUERY",triple,True
show me they ' re company information. what acquisitions have apple blocked? which companies something gone public in?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,IPO_QUERY",triple,True
show me jimmy ' s takeover plan. what acquisitions does apple made? who companies have go public either?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,IPO_QUERY",triple,True
get me the detailed personal profile and google. show me apple ' 000 financial statement. send me the history file for apple.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,IPO_QUERY",triple,True
give me the product sales directory for android. show me google ' s acquisition history. show i detailed ipo details for apple.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,IPO_QUERY",triple,True
put up the detailed company profile at facebook. show all google ' ap acquisition history. show me the ipo structure for apple.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,IPO_QUERY",triple,True
only need each company profile for microsoft. list most assets acquired by nasa. what will the exact dates in google?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,IPO_QUERY",triple,True
dave checked the company profile by microsoft. list from businesses acquired by google. what are the menu options for yourself?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,IPO_QUERY",triple,True
i need the usage number for google. list the companies cited by google. news and the ipo dates from microsoft?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,IPO_QUERY",triple,True
send me apple ' latest european locations. whose acquisitions does apple headed? show me profiles of top investors in the startup world.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTOR_QUERY",triple,True
shows me today ' s company websites. what acquisitions have wikipedia made? show me profiles of top companies in its amazon ecosystem.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTOR_QUERY",triple,True
bring me apple ' s ceo profile. what acquisitions has microsoft executed? show me profiles of other executives of the company ecosystem.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTOR_QUERY",triple,True
get me the detailed financial profile for google. find me google ' s investment history. what are those leading investors for amazon ventures?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTOR_QUERY",triple,True
copy then the detailed company lists through google. find me samsung ' s acquisition history. who are its leading companies in tech giant?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTOR_QUERY",triple,True
showing you the detailed news reports to google. show them apple ' s stock history. who are the leading investors for startup startups?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTOR_QUERY",triple,True
i added another company profile for 2009. share the companies acquired by evans. page details about innovative funding firms investing in ai.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTOR_QUERY",triple,True
i need the new profile for something. list individual teams acquired by google. more details about venture capital firms started through yahoo.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTOR_QUERY",triple,True
i include the company profile for 2008. we only companies acquired by oracle. retrieve list the venture fund firms investing in ai.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTOR_QUERY",triple,True
send me apple ' app company profile. what announcement had mac made? give them the investment history for sure.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY",triple,True
show me yours ' sc corporate profile. notable acquisitions has apple made? keep yourself the corporate history for apple.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY",triple,True
show me apple ' s corporate records. some acquisitions has she landed? give up the corporate history for apple.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY",triple,True
show us the latest advertising plans for google. show me apple ' s acquisition history. ask me the financial investments made by adobe.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY",triple,True
get me an detailed business profile for google. show me the ' 80s technical history. show me my past profits made by intel.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY",triple,True
get me the detailed corporate plan for android. give me apple ' s acquisition history. get me the investment plans financed by google.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY",triple,True
i need the project profile for this. list the options mentioned at google. retrieve the investment details during analysis.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY",triple,True
you need these senior leaders for microsoft. list the ones started by me. retrieve the investment details for microsoft.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY",triple,True
i need all company names for me. all the companies acquired via google. retrieve some investment details to microsoft.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY",triple,True
show here apple ' 91 company profile. what acquisitions has apple had? show go the news feed from youtube.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,True
show me apple ' s brand photo. which difference has apple made? remember this the media company of youtube.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,True
hand me apple ' s company profile. whatever acquisitions the ceo created? show everybody the world company of youtube.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,True
get me the two company plans about google. tell me apple ' s acquisition profile. and is their subsidiary relationship to alphabet?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,True
find me the detailed company number for google. show me he ' s corporate timeline. that is... subsidiary relationship as alphabet?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,True
get me my detailed company profile for her. show my veronica ' s affiliate site. who is the subsidiary relationship of apple?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,True
i need the corporate profile at microsoft. have the business acquired by google. retrieve details on the acquired status through youtube.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,True
i check the company profile for example. list the companies founded by google. retrieve information on their initial growth of companies.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,True
i need your company profile for microsoft. list additional products acquired by google. book examples on the organizational systems in businesses.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,True
flash me apple ' s news profile. who the last apple made? whom are the co - sponsors in apple ' s latest merger deal?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
make that apple ' s home number. what acquisitions has microsoft listed? what were the co - investors in apple ' s latest funding effort?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
show me print ' m company file. what page has he blocked? who are these co - founders in apple ' s latest funding effort?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
get me two large purchase plans for google. show me apple ' s acquisition plan. review the other plans for google in this recent round.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
get me every detailed brand profile for google. show me apple ' s brand portfolio. call their investment partners on google throughout the recent round.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
find me the main company profile by google. tell me companies ' global transaction history. list the investment partners for google at some recent round.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
i need the company profile on microsoft. all the places listed via bing. show me my pre - investors for microsoft ' s latest investment round.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
then choose the company profitable for microsoft. list the companies acquired via google. call me white label - investors in microsoft ' s new funding round.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
no search this company website or email. list the people acquired by google. find me the co - investors in microsoft ' s latest funding round.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
show me apple ' s ip profile. what acquisitions is google made? show me of all google capital ' latest acquisitions.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,FUNDS_QUERY",triple,True
show me sterling ' s company information. what acquisitions has it generated? show ten details for sequoia advertising ' s assets.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,FUNDS_QUERY",triple,True
show me apple ' ds company profile. when payments had microsoft made? show me questions concerning sequoia capital ' s acquisitions.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,FUNDS_QUERY",triple,True
find me the latest email profile... example. and google apple ' s acquisition history. that information on andreessen spa ' s funds.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,FUNDS_QUERY",triple,True
get the an official company history for google. show me apple ' major acquisition history. retrieve ads in andreessen horowitz ' the organization.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,FUNDS_QUERY",triple,True
get to the detailed business profile identifying google. get me google ' s acquisition symbol. and nothing regarding andreessen horowitz ' s funds.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,FUNDS_QUERY",triple,True
they need extra donor information for microsoft. list its activities traded by google. give yourself the fund details for softbank.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,FUNDS_QUERY",triple,True
i checked the company profile where microsoft. those other companies listing on google. give in the fund details for google.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,FUNDS_QUERY",triple,True
i find this company profile for microsoft. list the companies listed by google. com google tax fund details the details.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,FUNDS_QUERY",triple,True
show me apple ' s product profile. how relationship was apple had? show my current business openings at apple.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple,True
look me apple ' em facebook profile. why change has they made? show me current corporate openings at apple.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple,True
show her apple ' s company profile. a company have apple been? show me a job placement at apple.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple,True
gives me the detailed company profile for google. get me spencer ' s family photos. list our latest stock openings for companies.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple,True
give me that expected ceo profile to google. show me company ' s acquisition history. list my available job openings for google.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple,True
tell me the fake corporate names from google. show off apple ' s acquisition history. organize the latest job openings for businesses.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple,True
i need the right place of business. track the companies acquired on google. retrieve recent job postings at youtube.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple,True
also need this first profile within microsoft. list the companies acquired by google. retrieve several email postings by microsoft.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple,True
you need the new profile for microsoft. list the employees acquired from google. include recent job rankings at yahoo.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple,True
hand me billy ' s first image. what acquisitions had evan made? show me the identity of donald musk.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple,True
show my apple ' the company archives. two acquisitions has he built? show me the website of edward musk.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple,True
show me apple ' s myspace profile. what list did she made? show me some profile from sarah evans.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple,True
get to the open company profile for google. add me forbes ' ss acquisition page. retrieve this profile of dave bezos.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple,True
get me a detailed company profile for google. show me yours ' 95 license documents. copy the pictures of jeff reed.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple,True
get around my current company profile for them. show me apple ' s acquisition history. say the profile about jimmy gates.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple,True
i need that company profile for microsoft. list 13 companies held by bain. get me the real the alexander pichai.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple,True
developers need an company profile in microsoft. list the companies cover for google. turn out the profile listing sundar pichai.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple,True
just think the company profile are microsoft. list twenty companies listed by google. gave me the profile of hare krishna.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple,True
the... apple ' s email profile. what acquisitions has apple taken? what is james black ' s alternative offering?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple,True
would page apple ' s company profile. which products are apple made? what is daniel evans ' private educational background?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple,True
show us jon ' s commercial history. what acquisitions does apple made? what on david musk ' s shipping background?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple,True
get me the detailed fbi profile of google. explain my apple ' 100 acquisition history. tel me the files held on andrew bezos.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple,True
get up the current company profile to me. find me us ' nt acquisition history. show i the emails held by jeff bezos.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple,True
give him the simpsons employee biography through google. show me apple ' s technical history. describe me college degrees held by jeff bezos.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple,True
i want the company profile for children. list american companies acquired to disney. capture the educational images around sundar pichai.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple,True
i need the company profile with microsoft. thousands of customers identified by google. retrieve the personal literature of sundar singh.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple,True
employees need her company profile for microsoft. list the companies available through google. retrieve individual professional qualifications of the public.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple,True
checking out apple ' s company profile. what acquisitions did apple formed? who are all remaining investors of apple?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple,True
show me apple ' app google profile. what competitor can apple been? who are the main competitors outside iphone?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple,True
checked dave ross ' s company profile. what acquisitions has iris bought? those are the main competitors of google?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple,True
get me the detailed company profile again later. show over apple ' s latest results. stories of ' its top competitors.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple,True
get me our best company story for google. teach me you ' ns acquisition history. how google ' ll top competitors.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple,True
get into the detailed supplier background to google. show all google ' s acquisition program. see google ' s top competitors.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple,True
i created the company profile for microsoft. list member companies offered by google. add their precise coordinates of microsoft.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple,True
i checked the company profile within microsoft. compared the companies acquired by google. show your new competitors with yahoo.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple,True
i saved the company profile for me. some original companies acquired by google. take me the layout of wikipedia.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple,True
show her mac ' 000 corporate profile. whom acquisitions had mac made? identify companies in cybersecurity that recently secured protection.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple,True
show me apple ' s company profile. noteworthy acquisitions has america made? and companies of stock who maintain secured business.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple,True
show over apple ' n company website. what stock is microsoft made? small companies in cybersecurity after recently secured funding.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple,True
see me apple product trends profile of google. show me apple ' s economic history. show out startups in 2015 that show potential sales leads.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple,True
get me the detailed sales profile for google. save me e ' d growth history. find my startups in brazil that are potential sales prospects.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple,True
get me your main company profile under google. tell me apple ' s acquisition history. cut away startups in chicago that lack potential market leads.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple,True
project created the company profile for microsoft. list other industries promoted by google. list of fintech companies for other companies.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple,True
better understand the company profile through microsoft. see the companies acquired via dell. list emerging fintech providers by lead generation.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple,True
i need the membership profile of google. list the partners acquired at google. list emerging fintech prospects for smartphone marketing.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple,True
consider it apple ' s company profile. any difference has that made? provide an example about the top 5 users in the apple computing market.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,MARKET_ANALYSIS_QUERY",triple,True
lend me apple ' and company profile. recent acquisitions of apple undertaken? provide an alert to the top 5 products in internet cloud computing market.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,MARKET_ANALYSIS_QUERY",triple,True
show out apple ' computer company files. what acquisitions do apple launched? do an analysis against the top 500 enterprises in the cloud computing market.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,MARKET_ANALYSIS_QUERY",triple,True
get me my web company atlas for google. show her india ' s acquisition plan. show you each market profile of the fintech sector.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,MARKET_ANALYSIS_QUERY",triple,True
tell me the official company records for google. show me john ' s financial history. pass him a market analysis about the biotechnology sector.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,MARKET_ANALYSIS_QUERY",triple,True
