query,labels,example_type,augmented
monitor updates on microsoft ' s funding policies. retrieve recent job postings against microsoft. what if their current next year headlines?,"FUNDING_ROUND_QUERY,JOBS_QUERY,FUNDING_NEWS_QUERY",triple,True
Show me the latest funding round for Google. Show me Apple's acquisition history. List Google's top competitors.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple,False
extract details from the organizational hierarchy inside samsung. show me the co - investors in d ' a latest funding round. retrieve potential seo opportunities from microsoft.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,JOBS_QUERY",triple,True
what is elon musk ' s core content? guide her upcoming industry events for students. teach me major market trends in the sustainability movement.,"EDUCATION_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
show google statistics on sequoia board ' s funds. shows me current business openings at stern. on is richard cohen ' s business background?,"FUNDS_QUERY,JOBS_QUERY,EDUCATION_QUERY",triple,True
What are the IPO dates for Google? Give me the fund details for SoftBank. Show me the competitors of Microsoft.,"IPO_QUERY,FUNDS_QUERY,COMPETITOR_LOOKUP",triple,False
provide information on south york associates ' practices.,FUNDS_QUERY,single,True
show off the profile under alan musk. provide an analysis on the top 5 groups in the cloud computing market. break me all three leading news in the computing world.,"PEOPLE_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,FUNDING_NEWS_QUERY",triple,True
show and the successful funding round for google. his recent correspondence explaining startup funding.,"FUNDING_ROUND_QUERY,FUNDING_NEWS_QUERY",pair,True
give me special investment history for company. show me their job openings at apple. tell me its hiring trends and the startup field.,"INVESTMENT_DETAILS_QUERY,JOBS_QUERY,MARKET_TRENDS_QUERY",triple,True
show me my past investments made by google. whose are the more current trends to tech culture?,"INVESTMENT_DETAILS_QUERY,MARKET_TRENDS_QUERY",pair,True
list the companies acquired by aaa. retrieve details about startup capital firms investing through ai. here are the latest trends to global ai economy?,"ACQUISITION_QUERY,INVESTOR_QUERY,MARKET_ANALYSIS_QUERY",triple,True
show me historic job openings from apple. shows em current market opportunities in the business ecosystem.,"JOBS_QUERY,MARKET_TRENDS_QUERY",pair,True
List the investment partners for Google in its recent round. Retrieve the profile of Jeff Bezos. Show me startups in AI that are potential sales leads.,"INVESTMENT_PARTNER_QUERY,PEOPLE_PROFILE_QUERY,LEAD_GENERATION_QUERY",triple,False
get feedback on microsoft ' s hiring rounds. discover news on the organizational history of samsung. what of presently available positions in the startup ecosystem?,"FUNDING_ROUND_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple,True
Who are the leading investors in tech startups? List the investment partners for Google in its recent round. List the next tech conferences for startups.,"INVESTOR_QUERY,INVESTMENT_PARTNER_QUERY,EVENT_QUERY",triple,False
specific are your ipo dates for google? retrieve details involving venture partners through investing in ai. a list of international venture capital market.,"IPO_QUERY,INVESTOR_QUERY,MARKET_TRENDS_QUERY",triple,True
provide details on companies ' product history.,ACQUISITION_QUERY,single,True
send me the detailed health profile in google. explore the latest stock openings for investors. retrieve recent tech results on promising startups.,"COMPANY_PROFILE_QUERY,JOBS_QUERY,TECH_NEWS_QUERY",triple,True
compare the companies described via facebook. what of the operating options for google? retrieve details on the organizational state of samsung.,"ACQUISITION_QUERY,IPO_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,True
show me names among top investors across the startup category. give me the investment level per graduates. inform me specific industry events for startups.,"INVESTOR_QUERY,INVESTMENT_DETAILS_QUERY,EVENT_QUERY",triple,True
list from ' l second round history.,FUNDING_ROUND_QUERY,single,True
give its official company history for amazon. compare me against parent company of youtube. show two graphs on sequoia capital ' s portfolio.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY",triple,True
Show me the latest funding round for Google. Retrieve the profile of Jeff Bezos. List Google's top competitors.,"FUNDING_ROUND_QUERY,PEOPLE_PROFILE_QUERY,COMPETITOR_LOOKUP",triple,False
Get details on Microsoft's funding rounds. Give me the profile of Sundar Pichai. Retrieve the educational qualifications of Sundar Pichai.,"FUNDING_ROUND_QUERY,PEOPLE_PROFILE_QUERY,EDUCATION_QUERY",triple,False
list the business strategies for google from your recent expansion. list us top job openings for google. what about the latest market trends in tech opportunities?,"INVESTMENT_PARTNER_QUERY,JOBS_QUERY,MARKET_TRENDS_QUERY",triple,True
get details concerning slate ' s funding rounds. pool together the fund amount for it. make recent job assignments at microsoft.,"FUNDING_ROUND_QUERY,FUNDS_QUERY,JOBS_QUERY",triple,True
save me the largest funding round for google. for everyone apple ' s acquisition history. who were current latest market trends in high tech?,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,MARKET_TRENDS_QUERY",triple,True
show me the parent company of fox. for celebrity with profile name bernie musk. show the upcoming industry events through 2020.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,EVENT_QUERY",triple,True
start with our ipo deals via google? retrieve your job postings at metacritic. list emerging fintech companies for 2018 generation.,"IPO_QUERY,JOBS_QUERY,LEAD_GENERATION_QUERY",triple,True
what micro grant has apple made? which companies have gone up recently? is here the big funding news in online startup world.,"FUNDING_ROUND_QUERY,IPO_QUERY,FUNDING_NEWS_QUERY",triple,True
or is the subsidiary relationship in alphabet? to google ' s largest competitors. who are its latest market segments in tech companies?,"ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP,MARKET_TRENDS_QUERY",triple,True
some with subsidiaries under intel.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
show me at co - finance round microsoft ' re latest funding round. do i the profile of amar das. retrieve the relevant qualifications of sundar das.,"INVESTMENT_PARTNER_QUERY,PEOPLE_PROFILE_QUERY,EDUCATION_QUERY",triple,True
List the companies acquired by Google. What are the latest tech headlines in the startup world? Retrieve trends in the venture capital market.,"ACQUISITION_QUERY,TECH_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,False
label company companies acquired for google. retrieve the technical details for microsoft. list individual business companies for each generation.,"ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY",triple,True
see details about large capital managers interested in ai. retrieve the market figures for microsoft. when are the current trends for the ai ecosystem?,"INVESTOR_QUERY,INVESTMENT_DETAILS_QUERY,MARKET_ANALYSIS_QUERY",triple,True
Show me the latest TechCrunch articles on startups. Show me the latest funding news in the startup world. Show me current market trends in the startup ecosystem.,"TECH_NEWS_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,False
make a your cable history for apple. show at the parent company of youtube.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",pair,True
get the investment information for microsoft. give on your profile regarding sundar pichai. loan me the connection to microsoft.,"INVESTMENT_DETAILS_QUERY,PEOPLE_PROFILE_QUERY,COMPETITOR_LOOKUP",triple,True
what degrees does thomas jefferson take?,EDUCATION_QUERY,single,True
Who are the leading investors in tech startups? List the investment partners for Google in its recent round. Retrieve information on Andreessen Horowitz's funds.,"INVESTOR_QUERY,INVESTMENT_PARTNER_QUERY,FUNDS_QUERY",triple,False
display and industry meetups and people.,EVENT_QUERY,single,True
show me the latest investor round for google. who start we leading investors in new startups? explain many facts about app funding.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,FUNDING_NEWS_QUERY",triple,True
bring me yer thoughts on startup funding announcements.,FUNDING_NEWS_QUERY,single,True
identify the companies acquired via google. retrieve daily job results at organizations. which are the latest business headlines in the tech world?,"ACQUISITION_QUERY,JOBS_QUERY,TECH_NEWS_QUERY",triple,True
What funding rounds has Apple completed? Who are the co-investors in Apple's latest funding round? Show me upcoming industry events for startups.,"FUNDING_ROUND_QUERY,INVESTMENT_PARTNER_QUERY,EVENT_QUERY",triple,False
Who are the leading investors in tech startups? Retrieve information on Andreessen Horowitz's funds. Show me the degrees held by Jeff Bezos.,"INVESTOR_QUERY,FUNDS_QUERY,EDUCATION_QUERY",triple,False
show me the parent firm of youtube. who are your co - investors of youtube ' s 2016 funding round? is an index of selected top 50 nodes in the cloud computing market.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_ANALYSIS_QUERY",triple,True
what acquisitions has apple made? identify positions with markets that employ hedge funds.,"ACQUISITION_QUERY,LEAD_GENERATION_QUERY",pair,True
with details on microsoft ' initial funding rounds. what are main current trends across the startup world? create data across the venture capital industry.,"FUNDING_ROUND_QUERY,MARKET_ANALYSIS_QUERY,MARKET_TRENDS_QUERY",triple,True
What acquisitions has Apple made? What is Elon Musk's educational background? Show me the latest funding news in the startup world.,"ACQUISITION_QUERY,EDUCATION_QUERY,FUNDING_NEWS_QUERY",triple,False
retrieve all recent postings at microsoft. leave me the latest on lou pichai. what are various current trends in the political scene?,"JOBS_QUERY,PEOPLE_PROFILE_QUERY,MARKET_ANALYSIS_QUERY",triple,True
discuss about some job openings as mit. run an analysis among other top 5 players in the cloud computing market. show me the early techcrunch articles on amazon.,"JOBS_QUERY,MARKET_ANALYSIS_QUERY,TECH_NEWS_QUERY",triple,True
are new rounds has apple completed? show me current personal reference to apple. send you the best techcrunch articles regarding startups.,"FUNDING_ROUND_QUERY,JOBS_QUERY,TECH_NEWS_QUERY",triple,True
show me the profile of duncan musk. all aspects of musk ' s business background? study him in cybersecurity which recently get patent.,"PEOPLE_PROFILE_QUERY,EDUCATION_QUERY,LEAD_GENERATION_QUERY",triple,True
display the by - product name for products.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
look me businesses ' s customers profile. find me profiles of market leaders in the it community. show me current market trends in the industry ecosystem.,"COMPANY_PROFILE_QUERY,INVESTOR_QUERY,MARKET_TRENDS_QUERY",triple,True
Display the schedule for upcoming industry conferences.,EVENT_QUERY,single,False
show me the following company at youtube. who are potential major competitors of google? show him the most new news in the advertising world.,"ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP,FUNDING_NEWS_QUERY",triple,True
List the latest job openings for Google. Retrieve the profile of Jeff Bezos. Retrieve recent articles about startup funding.,"JOBS_QUERY,PEOPLE_PROFILE_QUERY,FUNDING_NEWS_QUERY",triple,False
get into the appropriate company profile for google. offer google the latest funding situation since google. what are the average company trends among tech startups?,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_TRENDS_QUERY",triple,True
retrieve notices indicating upcoming new product launches.,EVENT_QUERY,single,True
Retrieve the investment details for Microsoft. Give me the fund details for SoftBank. Retrieve the educational qualifications of Sundar Pichai.,"INVESTMENT_DETAILS_QUERY,FUNDS_QUERY,EDUCATION_QUERY",triple,False
show steve what job leads to apple. show him the latest job tips on startups. show me the latest funding issues in the energy sector.,"JOBS_QUERY,TECH_NEWS_QUERY,FUNDING_NEWS_QUERY",triple,True
write the schedule for these startup companies.,EVENT_QUERY,single,True
you need the phone profile in google. retrieve the investment details for google.,"COMPANY_PROFILE_QUERY,INVESTMENT_DETAILS_QUERY",pair,True
Show me the past investments made by Google. Retrieve recent tech news on emerging startups. Retrieve recent articles about startup funding.,"INVESTMENT_DETAILS_QUERY,TECH_NEWS_QUERY,FUNDING_NEWS_QUERY",triple,False
list for banks acquired by google. retrieve from about 50 finance firms investing in android.,"ACQUISITION_QUERY,INVESTOR_QUERY",pair,True
give me williams ' latest acquisition status. list the latest job openings in google.,"ACQUISITION_QUERY,JOBS_QUERY",pair,True
where are the ipo rates for this? google recent job data from facebook. feed me the profile of marco pichai.,"IPO_QUERY,JOBS_QUERY,PEOPLE_PROFILE_QUERY",triple,True
god makes a subsidiary relationship and alphabet? retrieve references regarding andreessen horowitz ' s work. visit the next tech conferences called startups.,"ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY,EVENT_QUERY",triple,True
with details on the organizational structures of industries.,ORGANIZATION_RELATIONSHIP_QUERY,single,True
ask the charities listed by google. ask the investment details for donations. where are the latest social headlines in the startup press?,"ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY,TECH_NEWS_QUERY",triple,True
Retrieve details about venture capital firms investing in AI. List emerging fintech companies for lead generation. What are the latest tech headlines in the startup world?,"INVESTOR_QUERY,LEAD_GENERATION_QUERY,TECH_NEWS_QUERY",triple,False
there are some artist - investors behind apple ' s latest funding round? show it the state of elon musk. show it the latest heads up on them.,"INVESTMENT_PARTNER_QUERY,PEOPLE_PROFILE_QUERY,TECH_NEWS_QUERY",triple,True
List the funding rounds for Cisco.,FUNDING_ROUND_QUERY,single,False
hear details on microsoft ' s funding rounds. identify virtual stock market through research. retrieve trends in the venture growth market.,"FUNDING_ROUND_QUERY,INVESTMENT_DETAILS_QUERY,MARKET_TRENDS_QUERY",triple,True
Retrieve information on Andreessen Horowitz's funds. Retrieve recent tech news on emerging startups. What are the latest market trends in tech startups?,"FUNDS_QUERY,TECH_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,False
display includes co - investors of salesforce ' a funding team.,INVESTMENT_PARTNER_QUERY,single,True
determine future investment flow with microsoft. make trends in the venture capital market.,"INVESTMENT_DETAILS_QUERY,MARKET_TRENDS_QUERY",pair,True
then ran that company profile for microsoft. give me the location of dave singh. see trends in the venture capital markets.,"COMPANY_PROFILE_QUERY,PEOPLE_PROFILE_QUERY,MARKET_TRENDS_QUERY",triple,True
Get me the detailed company profile for Google. What is the subsidiary relationship of Alphabet? Retrieve recent tech news on emerging startups.,"COMPANY_PROFILE_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple,False
supply me some detailed company schedule for tomorrow. what is the subsidiary article inside alphabet? retrieve recent tech news involving emerging countries.,"COMPANY_PROFILE_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple,True
Retrieve details on the organizational hierarchy of Samsung. Retrieve recent job postings at Microsoft. List emerging fintech companies for lead generation.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,LEAD_GENERATION_QUERY",triple,False
what secrets is apple made? show me lists of key investors throughout the startup ecosystem. showing me sources covering sequoia capital ' pension funds.,"ACQUISITION_QUERY,INVESTOR_QUERY,FUNDS_QUERY",triple,True
what funding received from apple completed? looks in our investment files for me. from companies in cybersecurity that recently completed funding.,"FUNDING_ROUND_QUERY,INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY",triple,True
tell whoever the ipo details for apple. show someone the past investments made inside google. whose are the latest computer trends around this circles?,"IPO_QUERY,INVESTMENT_DETAILS_QUERY,MARKET_TRENDS_QUERY",triple,True
fetch details on somethin ' the drilling rounds.,FUNDING_ROUND_QUERY,single,True
Retrieve details on the organizational hierarchy of Samsung. Retrieve the educational qualifications of Sundar Pichai. Show me the competitors of Microsoft.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,COMPETITOR_LOOKUP",triple,False
show me you three details per sale. names all over andreessen horowitz ' s funds.,"IPO_QUERY,FUNDS_QUERY",pair,True
show the apple ' a company website. which she have gone to recently? what is adam adam ' s mysterious background?,"COMPANY_PROFILE_QUERY,IPO_QUERY,EDUCATION_QUERY",triple,True
List the companies acquired by Google. Retrieve the educational qualifications of Sundar Pichai.,"ACQUISITION_QUERY,EDUCATION_QUERY",pair,False
Show me the latest funding round for Google. Retrieve the profile of Jeff Bezos. List the next tech conferences for startups.,"FUNDING_ROUND_QUERY,PEOPLE_PROFILE_QUERY,EVENT_QUERY",triple,False
i need the public profile for microsoft. retrieve details about venture strategies or investing to ai. what of most current funding bubble stories?,"COMPANY_PROFILE_QUERY,INVESTOR_QUERY,FUNDING_NEWS_QUERY",triple,True
who are the leading investors in tech startups? check the investment companies with google of this recent round. retrieve recent figures including every investor.,"INVESTOR_QUERY,INVESTMENT_PARTNER_QUERY,FUNDING_NEWS_QUERY",triple,True
program me the profile of barry musk. what are the other anchors of apple? show i the juicy economic news from the startup world.,"PEOPLE_PROFILE_QUERY,COMPETITOR_LOOKUP,FUNDING_NEWS_QUERY",triple,True
find my apple ' corporate accounting materials. some information of andreessen company ' s funds. show me 40 degrees held of jeff bezos.,"ACQUISITION_QUERY,FUNDS_QUERY,EDUCATION_QUERY",triple,True
different companies next gone public recently? give my the investment history for apple. where was the current competitors of it?,"IPO_QUERY,INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP",triple,True
show them the thirty years associated with google. what is the common relationship of users? retrieve recent articles about startup companies.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple,True
which companies might gone public recently? provide me your profile in a corporation.,"IPO_QUERY,PEOPLE_PROFILE_QUERY",pair,True
use an educational guide from sundar pichai. what industry events actually happening each evening for startups?,"EDUCATION_QUERY,EVENT_QUERY",pair,True
what is one ' s reputation for?,IPO_QUERY,single,True
identify company ' s product product.,COMPETITOR_LOOKUP,single,True
retrieve the account listings for facebook. give me the operational details for softbank. where are the current stock level logs?,"INVESTMENT_DETAILS_QUERY,FUNDS_QUERY,FUNDING_NEWS_QUERY",triple,True
Show me the parent company of YouTube. Show me the profile of Elon Musk. Show me upcoming industry events for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,EVENT_QUERY",triple,False
Show me the parent company of YouTube. What is Elon Musk's educational background? Identify companies in cybersecurity that recently secured funding.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,LEAD_GENERATION_QUERY",triple,False
give some short investment stories from apple. who are the co - analysts in today ' s latest funding strategy?,"INVESTMENT_DETAILS_QUERY,INVESTMENT_PARTNER_QUERY",pair,True
Get details on Microsoft's funding rounds. Show me the co-investors for Microsoft's latest funding round. List emerging fintech companies for lead generation.,"FUNDING_ROUND_QUERY,INVESTMENT_PARTNER_QUERY,LEAD_GENERATION_QUERY",triple,False
Show me the parent company of YouTube. Provide an analysis of the top 5 players in the cloud computing market. Show me upcoming industry events for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY,EVENT_QUERY",triple,False
give you the company history for apple. who are we co - investors in apple ' s home market proposal? show yourselves the latest timing mechanism in the small world.,"INVESTMENT_DETAILS_QUERY,INVESTMENT_PARTNER_QUERY,FUNDING_NEWS_QUERY",triple,True
new insights for modern logistics tech market.,MARKET_ANALYSIS_QUERY,single,True
monitor the latest media events from startups.,EVENT_QUERY,single,True
i need the company profile at microsoft. give me my closing details of softbank. what industry prospects are at next spring among startups?,"COMPANY_PROFILE_QUERY,FUNDS_QUERY,EVENT_QUERY",triple,True
Give me the latest tech updates on emerging companies.,TECH_NEWS_QUERY,single,False
Retrieve the investment details for Microsoft. Give me the fund details for SoftBank. What are the latest tech headlines in the startup world?,"INVESTMENT_DETAILS_QUERY,FUNDS_QUERY,TECH_NEWS_QUERY",triple,False
show me the seed - investors from microsoft ' s ventures funding round. email it the fund manager for softbank. comments on the current trends affecting your startup ecosystem?,"INVESTMENT_PARTNER_QUERY,FUNDS_QUERY,MARKET_ANALYSIS_QUERY",triple,True
also need the personal knowledge of that. hire me three co - partners for microsoft ' s latest funding round. retrieve the educational qualifications about sundar das.,"COMPANY_PROFILE_QUERY,INVESTMENT_PARTNER_QUERY,EDUCATION_QUERY",triple,True
what acquisitions then nasa made? show away the top funding theories regarding the development world. show me upcoming industry tips for startups.,"ACQUISITION_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,True
give me overview into large information services market.,MARKET_ANALYSIS_QUERY,single,True
show me the latest funding pages for google. there are the great scientists making startup startups? retrieve some articles of startup funding.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,FUNDING_NEWS_QUERY",triple,True
show you details on sequoia capital ' s funds. who as our main shareholder of apple? and also how cybersecurity should possess secured assets.,"FUNDS_QUERY,COMPETITOR_LOOKUP,LEAD_GENERATION_QUERY",triple,True
get her blake ' s acquisition history. why are the leading specialists in financial intelligence? show me a market analysis into their fintech sector.,"ACQUISITION_QUERY,INVESTOR_QUERY,MARKET_ANALYSIS_QUERY",triple,True
show me entrepreneurs ' s recent history. list their initial partners for exploring their less recent history. show me startups in ai that are meeting future leads.,"ACQUISITION_QUERY,INVESTMENT_PARTNER_QUERY,LEAD_GENERATION_QUERY",triple,True
Give me the investment history for Apple. Show me details on Sequoia Capital's funds. Who are the main competitors of Apple?,"INVESTMENT_DETAILS_QUERY,FUNDS_QUERY,COMPETITOR_LOOKUP",triple,False
hand me the book off sundar vijay. show on the competitors of china. what industry scandals are happening last month for us?,"PEOPLE_PROFILE_QUERY,COMPETITOR_LOOKUP,EVENT_QUERY",triple,True
show me the prominent websites from youtube. show myself other industry events for example. show me how investment structures in the startup ecosystem.,"ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
tell me the detailed company strategy about google. know every 25 partners facing google and its recent round. list amazon ' s top competitors.,"COMPANY_PROFILE_QUERY,INVESTMENT_PARTNER_QUERY,COMPETITOR_LOOKUP",triple,True
which are the budget constraints on startup funding?,FUNDING_NEWS_QUERY,single,True
show investors their past investments made with google. list google ' s latest stocks. what are any latest root conditions in tech investing?,"INVESTMENT_DETAILS_QUERY,COMPETITOR_LOOKUP,MARKET_TRENDS_QUERY",triple,True
current upcoming technological publications for startups.,EVENT_QUERY,single,True
show only the parent network of youtube. who are the angel - investors supporting apple ' ll total capital round? show the current market trends in your browser ecosystem.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_TRENDS_QUERY",triple,True
and details on workers ' annual job cuts. give me the basics about sundar pichai. what are the various website news headlines?,"FUNDING_ROUND_QUERY,PEOPLE_PROFILE_QUERY,FUNDING_NEWS_QUERY",triple,True
which business still been underground now? some companies in bankruptcy that recently requested funding. show up upcoming industry events for startups.,"IPO_QUERY,LEAD_GENERATION_QUERY,EVENT_QUERY",triple,True
Give me the profile of Sundar Pichai. Retrieve the educational qualifications of Sundar Pichai. What are the current funding news headlines?,"PEOPLE_PROFILE_QUERY,EDUCATION_QUERY,FUNDING_NEWS_QUERY",triple,False
Identify companies in cybersecurity that recently secured funding. Show me the latest TechCrunch articles on startups.,"LEAD_GENERATION_QUERY,TECH_NEWS_QUERY",pair,False
retrieve credit for growth capital firms investing to australia. retrieve the financial qualifications of sundar pichai. what amazing events is happening this year for help?,"INVESTOR_QUERY,EDUCATION_QUERY,EVENT_QUERY",triple,True
check everyone apple ' new news profile. show me their latest job tips on startups.,"COMPANY_PROFILE_QUERY,TECH_NEWS_QUERY",pair,True
show me the latest funding round toward google. show me those degrees held and john bezos. show us people whose market settings are potential promising leads.,"FUNDING_ROUND_QUERY,EDUCATION_QUERY,LEAD_GENERATION_QUERY",triple,True
Identify promising cleantech companies for lead generation.,LEAD_GENERATION_QUERY,single,False
leave the fund notes for microsoft. show me my co - investors for microsoft ' s latest funding round. find documents about every financial capital market.,"INVESTMENT_DETAILS_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_TRENDS_QUERY",triple,True
get details on triple ' a potential projections. shows me the pro - editorial for america ' s latest funding predictions. what are the current funding speculation headlines?,"FUNDING_ROUND_QUERY,INVESTMENT_PARTNER_QUERY,FUNDING_NEWS_QUERY",triple,True
international top tech news on emerging industry.,TECH_NEWS_QUERY,single,True
Who are the co-investors in Apple's latest funding round? Show me the profile of Elon Musk. Show me upcoming industry events for startups.,"INVESTMENT_PARTNER_QUERY,PEOPLE_PROFILE_QUERY,EVENT_QUERY",triple,False
show me ben ' s computer computer. play me details on sequoia vr ' e holdings. show me the death of elon rothschild.,"COMPANY_PROFILE_QUERY,FUNDS_QUERY,PEOPLE_PROFILE_QUERY",triple,True
show also the parent websites of youtube. show me current job opportunities at apple. provide a overview of the current 5 firms in the general computing sector.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,MARKET_ANALYSIS_QUERY",triple,True
retrieve daily event details for microsoft. these are the new national news headlines? what financial events are forecast this weekend for startups?,"INVESTMENT_DETAILS_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,True
What acquisitions has Apple made? Show me details on Sequoia Capital's funds. Show me current job openings at Apple.,"ACQUISITION_QUERY,FUNDS_QUERY,JOBS_QUERY",triple,False
what funding rounds has apple completed? those companies have taken public recently? what are current core players of microsoft?,"FUNDING_ROUND_QUERY,IPO_QUERY,COMPETITOR_LOOKUP",triple,True
reports started on amazon ' s funding rounds. list the companies acquired throughout it. list emerging technologies startup for each generation.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple,True
show me apple ' s previous statement. whose is the subsidiary industry of intel? retrieve the information of elizabeth chang.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY",triple,True
What are the IPO dates for Google? Retrieve the investment details for Microsoft. Give me the fund details for SoftBank.,"IPO_QUERY,INVESTMENT_DETAILS_QUERY,FUNDS_QUERY",triple,False
show up hollywood ' s acquisition history. for recent information about startup culture. list the indie tech conferences from 2007.,"ACQUISITION_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,True
send me their latest company profile for andrew. show me his latest funding round at google. show us the past investments placed in google.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,INVESTMENT_DETAILS_QUERY",triple,True
save your d ' r company pictures. who are all player - investor in apple ' s latest funding agreement? provide me details on sequoia capital ' s funds.,"COMPANY_PROFILE_QUERY,INVESTMENT_PARTNER_QUERY,FUNDS_QUERY",triple,True
all the companies acquired from google. detailed internal publication history of sundar vis. what is the current funding news headlines?,"ACQUISITION_QUERY,EDUCATION_QUERY,FUNDING_NEWS_QUERY",triple,True
show me companies in transportation logistics systems sector for further analysis.,LEAD_GENERATION_QUERY,single,True
who chose the seed - investors over tesla ' s latest funding round? what is bell networks ' s general approach? show me the latest statistical articles regarding startups.,"INVESTMENT_PARTNER_QUERY,EDUCATION_QUERY,TECH_NEWS_QUERY",triple,True
obtain me the financial history via investors. find me details on sequoia capital ' pension funds. get me current fund openings from apple.,"INVESTMENT_DETAILS_QUERY,FUNDS_QUERY,JOBS_QUERY",triple,True
What are the current funding news headlines? What industry events are happening this month for startups? Retrieve trends in the venture capital market.,"FUNDING_NEWS_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,False
What are the IPO dates for Google? Retrieve the educational qualifications of Sundar Pichai. What are the current trends in the startup ecosystem?,"IPO_QUERY,EDUCATION_QUERY,MARKET_ANALYSIS_QUERY",triple,False
What acquisitions has Apple made? Provide an analysis of the top 5 players in the cloud computing market. Show me upcoming industry events for startups.,"ACQUISITION_QUERY,MARKET_ANALYSIS_QUERY,EVENT_QUERY",triple,False
What funding rounds has Apple completed? Show me profiles of top investors in the startup ecosystem. Show me details on Sequoia Capital's funds.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,FUNDS_QUERY",triple,False
do companies keep getting started recently?... companies in cybersecurity who recently secured funding.,"IPO_QUERY,LEAD_GENERATION_QUERY",pair,True
retrieve the degrees taken by american colleges.,EDUCATION_QUERY,single,True
Display recent tech news about startup funding.,TECH_NEWS_QUERY,single,False
contact corporate investment partners for funds from its startup operations. list google ' s top analysts. allow for a market analysis of the fintech sector.,"INVESTMENT_PARTNER_QUERY,COMPETITOR_LOOKUP,MARKET_ANALYSIS_QUERY",triple,True
list the most employed by microsoft. give me the picture of sundar pichai. what are 25 hottest tech companies in my startup field?,"ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY,TECH_NEWS_QUERY",triple,True
Retrieve information on Andreessen Horowitz's funds. Retrieve recent articles about startup funding. List the next tech conferences for startups.,"FUNDS_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,False
for details about hedge capital by investing in ai. what were the alexa funding news headlines? what industry they aren at this month for instance?,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,True
